Meeting,Race Number,Race Name,Distance,Prize Money,Class,Apprentice Claim,Time,Date,Tab Number,Form,Last Finish pos,Last-1 Finish pos,Last-2 Finish pos,Last-3 Finish pos,Horse,BP,Weight,odds,Wrat,Trat,Starts,Wins,Places,win%,Place%,Class Change,Field Strength,Distance Change,Average Prizemoney,Days Since Last Start,Course Wins,Course Places,Course Starts,Distance Wins,Distance Places,Distance Starts,Course/Dist Wins,Course/Dist Places,Course/Dist Starts,Firm Wins,Firm Places,Firm Starts,Good Wins,Good Places,Good Starts,Soft Wins,Soft Places,Soft Starts,Heavy Wins,Heavy Places,Heavy Starts,Wizard Panel,Timeform Panel,Best Form Panel,Recent Form Panel,Distance Panel,Class Panel,Concensus Panel,Concensus Points,Trainer, age,sex,Jockey,Allowance,Espd,Pace,Impact Form,Impact Fit,Impact Dist,ATPG Age,ATPG Trainer,RFS,1Up Wins,1Up Places,1Up Starts,2Up Wins,2Up Places,2Up Starts,3Up Wins,3Up Places,3Up Starts,4Up Wins,4Up Places,4Up Starts,5Up Wins,5Up Places,5Up Starts,6Up Wins,6Up Places,6Up Starts,7+Up Wins,7+Up Places,7+Up Starts,Cur RFS Wins,Cur RFS Places,Cur RFS Starts,Cur RFS Date1,Cur RFS Base1,Cur RFS WFA1,Cur RFS Date2,Cur RFS Base2,Cur RFS WFA2,Cur RFS Date3,Cur RFS Base3,Cur RFS WFA3,Cur Peak,Cur Peak Date,Last Peak,Last Peak Date,Prev Peak,Prev Peak Date,Dist Peak,Dist Peak Date,Wet Peak,Wet Peak Date,Win Distances,Sim Company Wins,Sim Company Places,Sim Company Starts,Strong Company Wins,Strong Company Places,Strong Company Starts,Last Base Rating,Last WFA Rating,Last Date,Last Finish Pos,Last-1 Base Rating,Last-1 WFA Rating,Last-1 Date,Last-1 Finish Pos,Last-2 Base Rating,Last-2 WFA Rating,Last-2 Date,Last-2 Finish Pos,Last-3 Base Rating,Last-3 WFA Rating,Last-3 Date,Last-3 Finish Pos,Last-4 Base Rating,Last-4 WFA Rating,Last-4 Date,Last-4 Finish Pos,Last-5 Base Rating,Last-5 WFA Rating,Last-5 Date,Last-5 Finish Pos,Last-6 Base Rating,Last-6 WFA Rating,Last-6 Date,Last-6 Finish Pos,Last-7 Base Rating,Last-7 WFA Rating,Last-7 Date,Last-7 Finish Pos,Last Win Base Rating,Last Win WFA Rating,Last Win Date,Last Win-1 Base Rating,Last Win-1 WFA Rating,Last Win-1 Date,Last Win-2 Base Rating,Last Win-2 WFA Rating,Last Win-2 Date,Last Win-3 Base Rating,Last Win-3 WFA Rating,Last Win-3 Date,Last Win-4 Base Rating,Last Win-4 WFA Rating,Last Win-4 Date,Last Win-5 Base Rating,Last Win-5 WFA Rating,Last Win-5 Date,Joc Loc12m Wins,Joc Loc12m Places,Joc Loc12m Starts,Joc Ovrl12m Wins,Joc Ovrl12m Places,Joc Ovrl12m Starts,Joc/Horse Wins,Joc/Horse Places,Joc/Horse Starts,Trn Loc12m Wins,Trn Loc12m Places,Trn Loc12m Starts,Trn Loc5y Wins,Trn Loc5y Places,Trn Loc5y Starts,Trn Ovrl12m Wins,Trn Ovrl12m Places,Trn Ovrl12m Starts,Joc/Trn Wins,Joc/Trn Places,Joc/Trn Starts,Last Dist,Last Margin,Last Weight,Last-1 Dist,Last-1 Margin,Last-1 Weight,Last-2 Dist,Last-2 Margin,Last-2 Weight,Last-3 Dist,Last-3 Margin,Last-3 Weight,Last Crse,Last Class,Last-1 Crse,Last-1 Class,Last-2 Crse,Last-2 Class,Last-3 Crse,Last-3 Class,Sire,Dam,G Sire,Trainer Location,Course Peak,Course Peak Date,Last SP,Last-1 SP,Last-2 SP,Last-3 SP,Scratched,Last Win Date.1,Last Win Days,Last-1 Win Date,Last-1 WinDays,Last-2 Win Date,Last-2 Win Days,Last-3 Win Date,Last-3 WinDays,Last-4 Win Date,Last-4 Win Days,Last-5 Win Date,Last-5 WinDays,1Fav Wins,1Fav Places,1Fav Starts,2Fav Wins,2Fav Places,2Fav Starts,3-5Fav Wins,3-5Fav Places,3-5Fav Starts,6+Fav Wins,6+Fav Places,6+Fav Starts,Last-4 Weight,Last-5 Weight,Last-6 Weight,Last-7 Weight,Unnamed: 253
A PARK,1,ATKINSON & DONALDSON (BM65),2200,"22,500",BM-65,Claim,10.05 am,11/05/2019,11,'2477,7.0,7.0,4.0,2.0,ALTERNATIVE FACT,8.0,56.0,26.0,72.0,69.0,19,2,2,11.0,11.0,eq,+ 2.5,up,1146,16,0,0,0,1,1,8,0,0,0,0,0,0,1,1,15,0,0,2,1,1,2,10,10,8,11,12,8,,,R D COLLETT,4,M,A. J. Calder,,M4,O3,na,na,na,na,D,10.0,0.0,0.0,4.0,1.0,0.0,3.0,1.0,1.0,3.0,0.0,0.0,2.0,0.0,0.0,2.0,0.0,1.0,2.0,0.0,0.0,3.0,0.0,0.0,0.0,,,,,,,,,,38.0,02/01/19,38.0,04/05/18,43.0,17/12/17,43.0,17/12/17,42.0,27/10/17,1600 2100,0.0,1.0,1.0,1.0,1.0,16.0,20.0,20.0,25/04/2019,7.0,29.0,29.0,06/04/2019,7.0,28.5,29.0,23/03/2019,4.0,36.5,37.0,28/02/2019,2.0,25.0,25.5,23/02/2019,10.0,16.0,17.0,25/01/2019,13.0,37.0,38.0,02/01/2019,1.0,22.0,23.5,18/12/2018,6.0,33.0,42.0,27/10/2017,,,,,,,,,,,,,,,,9,18,144,35,76,468,0,0,2,2,2,21,9,36,120,14,21,96,10,14,55,2100.0,11.6,56.5,2200.0,6.9,54.0,2100.0,7.6,57.5,2100.0,1.3,58.5,AVD ,BM-65,TE A,BM-72,TAUR,BM-65,PUK ,FMB-65,MEDAGLIA D'ORO (USA),LUNAR ECLIPSE (NZ),DARCI BRAHMA (NZ),PUKEKOHE PARK,,,6NZ,6NZ,2NZ,7NZ,,02/01/19,15,27/10/17,23,,,,,,,,,0.0,0.0,0.0,0.0,0.0,2.0,2.0,1.0,8.0,0.0,1.0,9.0,55.0,57.5,55.5,56.0,
A PARK,1,ATKINSON & DONALDSON (BM65),2200,"22,500",BM-65,Claim,10.05 am,11/05/2019,12,'5655,5.0,5.0,6.0,5.0,SWISS MAID,,56.0,,,,15,1,2,7.0,13.0,,,,689,27,0,0,0,0,0,1,0,0,0,0,0,0,1,2,12,0,0,2,0,0,1,9,9,10,7,13,6,,,G RICHARDSON & G PARKER,4,M,C. E. Lammas,,G3,M4,na,na,na,na,A,5.0,0.0,1.0,3.0,1.0,0.0,3.0,0.0,0.0,2.0,0.0,1.0,2.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,3.0,0.0,0.0,1.0,23/12/2017,26.5,34.0,,,,,,,34.5,15/03/19,30.5,07/11/18,34.0,23/12/17,21.5,14/04/19,28.5,20/09/17,1400,0.0,0.0,1.0,0.0,0.0,3.0,21.5,21.5,14/04/2019,5.0,34.0,34.5,15/03/2019,5.0,22.5,23.0,16/02/2019,6.0,29.5,30.5,28/01/2019,5.0,28.5,30.5,07/11/2018,1.0,27.0,29.0,17/10/2018,3.0,23.0,28.0,14/04/2018,6.0,21.0,26.0,21/03/2018,5.0,,,,,,,,,,,,,,,,,,,18,40,186,73,130,588,0,0,0,11,21,93,21,39,173,28,62,268,6,9,32,2200.0,7.3,52.5,1600.0,2.4,58.0,1500.0,9.2,56.5,1400.0,2.1,52.5,TE R,BM-65,TE A,FMB-65,ELLS,BM-65,TET ,BM-65,SWISS ACE,MISCELLANEA,VETTORI (IRE),MATAMATA,,,6NZ,7NZ,5NZ,5NZ,Scratched,07/11/18,21,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,6.0,0.0,2.0,8.0,52.5,52.5,55.0,56.0,
A PARK,1,ATKINSON & DONALDSON (BM65),2200,"22,500",BM-65,Claim,10.05 am,11/05/2019,13,'8940,0.0,4.0,9.0,8.0,PURSUED,1.0,55.5,51.0,64.0,65.0,20,1,2,5.0,10.0,eq,+ 2.5,up,556,35,0,0,0,0,0,3,0,0,0,0,0,0,1,0,14,0,2,4,0,0,2,13,13,12,8,10,12,,,P A GORDON,5,G,B. R. Jones,,M6,O5,na,na,na,na,na,12.0,0.0,0.0,3.0,0.0,0.0,2.0,1.0,0.0,2.0,0.0,1.0,2.0,0.0,0.0,2.0,0.0,0.0,2.0,0.0,1.0,7.0,0.0,0.0,0.0,,,,,,,,,,31.5,17/10/18,41.0,08/07/17,29.5,30/11/16,31.0,02/09/17,39.0,22/07/17,1600,0.0,0.0,0.0,0.0,2.0,16.0,27.0,27.0,06/04/2019,10.0,30.0,30.0,16/03/2019,4.0,28.0,28.0,02/03/2019,9.0,30.0,30.0,23/02/2019,8.0,22.5,22.5,09/02/2019,6.0,26.5,26.5,18/01/2019,7.0,24.5,24.5,03/01/2019,9.0,19.0,19.0,07/12/2018,12.0,36.5,41.0,08/07/2017,,,,,,,,,,,,,,,,4,8,40,10,22,137,0,0,5,0,0,7,1,1,11,0,1,15,0,0,0,1600.0,6.8,56.5,2100.0,3.0,53.0,1600.0,5.4,55.5,1600.0,3.9,55.5,TE A,BM-65,TAUR,BM-65,ELLS,BM-65,MAT ,BM-65,GUILLOTINE (NZ),COURTING (NZ),GREEN PERFUME (USA),TE AROHA,,,11NZ,8NZ,11NZ,9NZ,,08/07/17,29,,,,,,,,,,,1.0,0.0,2.0,0.0,0.0,1.0,0.0,2.0,6.0,0.0,0.0,11.0,53.0,55.0,55.5,56.5,
A PARK,1,ATKINSON & DONALDSON (BM65),2200,"22,500",BM-65,Claim,10.05 am,11/05/2019,14,'0978,8.0,7.0,9.0,0.0,FREEWHEELER,9.0,55.0,101.0,61.0,59.0,37,1,2,3.0,5.0,eq,+ 2.5,up,231,16,0,0,0,1,1,20,0,0,0,0,0,0,1,1,17,0,0,7,0,1,13,14,14,14,12,14,0,,,K M DELL,7,G,R. L. Smyth,,G2,O2,na,na,na,na,na,5.0,0.0,0.0,8.0,0.0,0.0,5.0,0.0,1.0,5.0,0.0,1.0,5.0,0.0,0.0,4.0,1.0,0.0,3.0,0.0,0.0,7.0,0.0,0.0,4.0,12/08/2017,23.5,23.5,02/11/2016,20.0,20.0,29/07/2015,19.0,23.5,22.5,23/03/19,33.5,09/09/17,35.0,15/11/16,35.0,15/11/16,33.5,09/09/17,2200,0.0,0.0,0.0,0.0,0.0,17.0,14.5,14.5,25/04/2019,8.0,11.5,11.5,30/03/2019,7.0,22.5,22.5,23/03/2019,9.0,10.0,10.0,16/02/2019,10.0,12.0,12.0,28/10/2017,12.0,14.0,14.0,14/10/2017,10.0,30.5,30.5,27/09/2017,5.0,18.5,18.5,16/09/2017,11.0,35.0,35.0,15/11/2016,,,,,,,,,,,,,,,,3,7,37,14,20,170,0,0,3,0,0,7,0,1,19,2,0,30,0,0,0,2100.0,14.0,55.0,2400.0,39.6,55.0,2100.0,10.0,55.5,1500.0,16.0,53.0,AVD ,BM-65,ELLS,BM-65,TAUR,BM-65,ELLS,BM-65,LIBRETTIST (USA),FLEURET (NZ),GREEN PERFUME (USA),BYERLEY PARK,,,9NZ,7NZ,9NZ,9NZ,,15/11/16,13,,,,,,,,,,,0.0,1.0,5.0,0.0,1.0,13.0,1.0,0.0,13.0,0.0,0.0,6.0,55.5,54.0,54.0,57.0,
A PARK,2,CRAIG THOM MEMORIAL (BM82),1560,"30,000",BM-82,Claim,10.40 am,11/05/2019,1,'18x4,4.0,8.0,1.0,,SHADOW KING,8.0,61.0,6.5,93.0,93.0,27,6,6,22.0,22.0,up,+ 3.5,up,3890,13,0,0,0,3,2,12,0,0,0,0,0,0,2,3,16,1,2,6,3,1,5,3,4,3,2,3,14,1.0,10.0,K T MYERS,5,G,S. J. Macnab,a2.0,M7,B9,0.90,1.01,1.03,A,C,2.0,1.0,0.0,4.0,1.0,1.0,3.0,1.0,1.0,3.0,1.0,0.0,2.0,0.0,1.0,2.0,0.0,1.0,1.0,2.0,2.0,12.0,1.0,1.0,3.0,10/11/2018,43.5,43.5,29/06/2017,24.0,29.0,01/10/2016,30.5,40.5,40.5,28/04/19,43.5,10/11/18,44.5,16/01/18,43.5,10/11/18,43.5,10/11/18,1400 (2) 1600 (2) 1650 2000,0.0,0.0,0.0,3.0,3.0,16.0,40.5,40.5,28/04/2019,4.0,30.0,30.0,01/12/2018,8.0,43.5,43.5,10/11/2018,1.0,37.5,37.5,27/10/2018,12.0,34.5,35.5,19/05/2018,6.0,41.0,42.0,29/04/2018,2.0,35.0,36.0,22/04/2018,5.0,33.5,35.0,10/03/2018,5.0,42.5,44.5,16/01/2018,40.0,43.0,11/11/2017,38.0,42.0,19/08/2017,35.0,39.5,20/07/2017,27.0,32.5,18/05/2017,,,,4,11,76,14,37,210,2,0,7,17,36,167,91,175,760,52,127,549,14,22,89,1400.0,2.1,62.0,1600.0,9.8,58.5,1600.0,0.5,59.0,1600.0,4.1,62.0,WAE ,BM-72,WNU ,BM-82,RCT ,BM-82,TRE ,BM-72,ZACINTO (GB),MYSTIQUE (NZ),MONTJEU (IRE),WANGANUI,,,6NZ,5NZ,3NZ,13NZ,,10/11/18,14,16/01/18,9,11/11/17,14,19/08/17,30,20/07/17,21,18/05/17,138,1.0,0.0,6.0,2.0,4.0,7.0,3.0,2.0,11.0,0.0,0.0,3.0,56.0,54.0,57.0,55.5,
A PARK,2,CRAIG THOM MEMORIAL (BM82),1560,"30,000",BM-82,Claim,10.40 am,11/05/2019,2,'100x,0.0,0.0,1.0,,ANDOYAS,10.0,60.0,41.0,70.0,73.0,35,6,6,17.0,17.0,dn,-11.5,dn,19670,84,0,0,0,2,1,12,0,0,0,0,0,1,5,5,31,1,1,3,0,0,0,12,12,6,0,11,13,,,L O'SULLIVAN & A SCOTT,8,G,D. J. Danis,a2.0,M7,M7,1.23,na,0.84,C,na,1.0,1.0,2.0,7.0,0.0,1.0,6.0,2.0,1.0,5.0,1.0,1.0,4.0,1.0,1.0,3.0,1.0,0.0,3.0,0.0,0.0,7.0,1.0,2.0,7.0,04/08/2018,41.0,41.0,01/10/2017,28.0,28.0,23/11/2016,41.5,41.5,,,42.0,29/09/18,28.0,01/10/17,42.0,29/09/18,41.0,04/08/18,1600 (2) 1800 2200 (3),0.0,0.0,0.0,2.0,2.0,11.0,22.5,22.5,16/02/2019,13.0,37.5,37.5,01/01/2019,11.0,41.0,41.0,08/12/2018,1.0,37.0,37.0,03/11/2018,8.0,11.0,11.0,27/10/2018,9.0,42.0,42.0,29/09/2018,1.0,32.5,32.5,01/09/2018,9.0,41.0,41.0,04/08/2018,2.0,50.5,50.5,12/04/2017,48.0,48.0,08/03/2017,47.0,47.0,25/01/2017,21.5,31.0,09/11/2013,,,,,,,16,23,140,31,67,429,1,0,2,11,14,94,31,56,266,31,52,313,4,6,17,2400.0,18.0,52.0,2400.0,7.9,53.5,2200.0,1.8,55.5,1550.0,4.9,59.0,ELLS,GROUP2,ELLS,GROUP3,ELLS,BM-82,AWAP,BM-82,LANDO (GER),AUENGUNST (GER),WAKY NAO (GB),MATAMATA,,,9NZ,3NZ,4NZ,3NZ,,08/12/18,35,29/09/18,28,12/04/17,35,08/03/17,42,25/01/17,21,09/11/13,frs,2.0,0.0,3.0,0.0,1.0,1.0,2.0,3.0,10.0,2.0,2.0,21.0,59.0,56.5,53.0,56.5,
A PARK,2,CRAIG THOM MEMORIAL (BM82),1560,"30,000",BM-82,Claim,10.40 am,11/05/2019,3,'9462,2.0,6.0,4.0,9.0,SASANOF'S HERO,9.0,59.5,26.0,74.0,77.0,52,8,14,15.0,27.0,eq,- 1.0,eq,2805,14,1,0,1,7,7,33,1,0,1,0,0,0,8,9,37,0,4,12,0,1,3,10,9,4,3,2,10,2.0,6.0,J C COLLETT,7,G,B. R. Jones,,G4,M6,1.37,1.38,0.98,C,na,13.0,0.0,1.0,5.0,1.0,3.0,5.0,0.0,1.0,5.0,1.0,0.0,4.0,1.0,2.0,4.0,2.0,0.0,4.0,3.0,7.0,25.0,0.0,0.0,2.0,19/05/2018,21.5,21.5,05/07/2017,25.5,25.5,,,,44.5,27/04/19,42.0,28/04/18,38.0,21/06/17,44.5,27/04/19,40.0,13/10/18,1400 1560 1600 (6),0.0,0.0,0.0,2.0,4.0,17.0,44.5,44.5,27/04/2019,2.0,38.0,38.0,16/03/2019,6.0,42.0,42.0,02/03/2019,4.0,39.0,39.0,26/01/2019,9.0,40.0,40.0,13/01/2019,5.0,41.0,41.0,30/12/2018,5.0,39.5,39.5,15/12/2018,5.0,38.5,38.5,24/11/2018,7.0,42.5,42.5,27/10/2018,42.0,42.0,28/04/2018,39.5,39.5,02/04/2018,36.5,36.5,20/12/2017,34.5,34.5,06/10/2017,39.5,41.5,01/01/2016,4,8,40,10,22,137,1,3,10,2,2,25,21,37,173,9,8,68,3,3,19,1600.0,1.3,59.0,1600.0,5.2,60.0,1500.0,2.6,60.0,2200.0,5.4,53.0,HAST,BM-82,TAUR,BM-82,ELLS,BM-82,ELLS,OPEN,PATAPAN (USA),ANGEL'S HONOUR (NZ),STRAIGHT STRIKE (USA),MATAMATA,39.5,02/04/18,9NZ,5NZ,10NZ,9NZ,,27/10/18,14,28/04/18,26,02/04/18,51,20/12/17,5,06/10/17,14,01/01/16,13,0.0,1.0,5.0,1.0,3.0,6.0,7.0,6.0,26.0,0.0,4.0,15.0,53.0,57.0,57.0,56.0,
A PARK,2,CRAIG THOM MEMORIAL (BM82),1560,"30,000",BM-82,Claim,10.40 am,11/05/2019,4,'5163,3.0,6.0,1.0,5.0,PASABAHCE,5.0,59.0,17.0,79.0,76.0,59,9,19,15.0,32.0,eq,+  .5,up,2765,19,0,3,8,4,8,23,0,0,2,0,0,0,4,13,34,3,3,12,2,3,13,8,10,5,4,7,7,,,TEAM ROGERSON,6,M,R. T. Elliot,a0.0,M5,M4,1.39,1.45,1.04,B,C,21.0,1.0,2.0,5.0,0.0,1.0,5.0,1.0,1.0,4.0,1.0,1.0,4.0,0.0,2.0,4.0,1.0,1.0,4.0,5.0,11.0,33.0,0.0,0.0,0.0,,,,,,,,,,44.5,06/02/19,40.5,06/02/18,38.5,15/05/17,44.0,17/02/19,41.0,18/08/18,1150 1200 (2) 1300 1400 1600 (4),0.0,1.0,2.0,2.0,5.0,13.0,30.5,30.5,22/04/2019,3.0,44.0,44.0,05/04/2019,6.0,44.0,44.0,23/03/2019,1.0,40.0,40.0,16/03/2019,5.0,44.0,44.0,17/02/2019,2.0,44.5,44.5,06/02/2019,1.0,43.5,43.5,18/01/2019,3.0,40.0,40.0,02/01/2019,3.0,41.0,41.0,18/08/2018,41.0,41.0,07/07/2018,39.5,39.5,15/12/2017,37.5,38.5,15/05/2017,33.5,34.5,15/04/2017,33.5,38.5,15/06/2016,28,54,230,59,128,644,6,12,39,26,63,252,31,74,241,59,152,750,24,57,219,1400.0,10.1,59.0,2000.0,2.5,57.0,1300.0,0.5,58.5,1400.0,4.8,54.0,ARP ,BM-82,AWAP,FM-GP3,TAUR,FMB-82,TAUR,OPEN,SHOCKING,TINKERBABU,GIANT'S CAUSEWAY (USA),TUHIKARAMEA,39.0,29/11/17,4NZ,9NZ,4NZ,6NZ,,23/03/19,7,06/02/19,19,18/08/18,21,07/07/18,14,15/12/17,16,15/05/17,18,0.0,1.0,5.0,1.0,4.0,10.0,5.0,8.0,18.0,3.0,6.0,26.0,57.5,56.0,53.0,53.0,
A PARK,2,CRAIG THOM MEMORIAL (BM82),1560,"30,000",BM-82,Claim,10.40 am,11/05/2019,5,'33x0,0.0,3.0,3.0,,THE HEIRESS,12.0,56.5,8.0,88.0,87.0,15,3,6,20.0,40.0,eq,- 1.0,eq,3042,14,0,1,1,3,4,10,0,1,1,0,0,0,0,4,7,1,0,2,2,2,6,5,6,1,12,12,6,,,M BAKER & A FORSMAN,4,M,J. K. Riddell,,M4,O3,0.55,0.87,1.09,B,A,2.0,0.0,0.0,3.0,0.0,0.0,2.0,0.0,2.0,2.0,1.0,1.0,2.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,2.0,4.0,0.0,0.0,2.0,24/06/2018,13.5,17.5,21/11/2017,22.0,30.5,,,,32.0,27/04/19,52.0,27/10/18,40.5,06/12/17,44.0,15/09/18,44.0,15/09/18,1550 1600 1650,0.0,0.0,0.0,0.0,2.0,4.0,32.0,32.0,27/04/2019,10.0,44.5,46.5,04/11/2018,3.0,50.0,52.0,27/10/2018,3.0,36.5,39.0,29/09/2018,5.0,41.5,44.0,15/09/2018,1.0,33.5,36.5,18/08/2018,3.0,38.5,41.5,09/08/2018,1.0,35.0,38.5,19/07/2018,1.0,,,,,,,,,,,,,,,,,,,22,38,175,52,95,417,0,0,0,51,95,349,166,229,883,132,214,833,23,36,128,1600.0,10.3,57.0,2200.0,0.6,56.5,2000.0,0.3,53.0,1600.0,4.2,54.0,HAST,BM-82,MTK ,BM-82,RCT ,LISTED,AVD ,BM-82,REDWOOD (GB),PARIS HILTON (NZ),PINS,CAMBRIDGE,37.0,27/12/17,6NZ,1NZ,4NZ,2NZ,,15/09/18,28,09/08/18,21,19/07/18,14,,,,,,,1.0,3.0,5.0,0.0,0.0,3.0,1.0,3.0,5.0,1.0,0.0,2.0,55.5,55.5,57.0,56.5,
A PARK,2,CRAIG THOM MEMORIAL (BM82),1560,"30,000",BM-82,Claim,10.40 am,11/05/2019,6,'1313,3.0,1.0,3.0,1.0,LUCKY SWEEP,11.0,56.5,4.5,100.0,100.0,41,7,7,17.0,17.0,eq,+ 1.5,eq,2787,27,0,0,1,6,6,27,0,0,0,0,0,0,7,4,30,0,2,8,0,1,3,1,1,10,5,6,9,3.0,6.0,S J MCKEE,6,G,S. C. Spratt,,G2,F1,1.18,1.07,1.04,A,B,9.0,0.0,1.0,5.0,0.0,0.0,4.0,2.0,1.0,4.0,0.0,0.0,4.0,2.0,1.0,4.0,0.0,2.0,4.0,3.0,2.0,16.0,0.0,0.0,2.0,21/04/2018,42.0,42.0,23/04/2016,35.0,40.5,,,,45.0,30/03/19,42.5,24/03/18,44.0,08/03/17,45.0,30/03/19,44.0,08/03/17,1400 1600 (6),0.0,0.0,0.0,0.0,1.0,5.0,41.0,41.0,14/04/2019,3.0,45.0,45.0,30/03/2019,1.0,43.0,43.0,09/03/2019,3.0,41.5,41.5,02/03/2019,1.0,38.0,38.0,16/02/2019,8.0,39.5,39.5,25/01/2019,3.0,39.5,39.5,01/01/2019,11.0,35.0,35.0,16/12/2018,8.0,42.5,42.5,24/03/2018,40.5,40.5,24/01/2018,39.5,41.5,20/01/2017,40.0,46.0,03/03/2016,34.5,43.5,09/12/2015,,,,13,25,139,50,98,582,6,5,27,6,15,75,37,57,318,25,58,312,10,28,116,1600.0,2.2,56.5,1600.0,0.2,59.0,1600.0,0.5,59.0,1600.0,0.8,60.0,TE R,BM-82,ELLS,BM-72,ELLS,BM-72,ELLS,BM-65,ALAMOSA (NZ),FELLOWSHIP,SUCCESS EXPRESS (USA),ARDMORE,38.0,21/10/17,1NZ,5NZ,7NZ,7NZ,,30/03/19,21,02/03/19,14,24/03/18,14,24/01/18,18,20/01/17,22,03/03/16,39,1.0,2.0,5.0,0.0,0.0,3.0,4.0,1.0,12.0,2.0,4.0,21.0,57.5,57.5,58.0,59.0,
A PARK,2,CRAIG THOM MEMORIAL (BM82),1560,"30,000",BM-82,Claim,10.40 am,11/05/2019,7,'118x,8.0,1.0,1.0,,MY GIFT,1.0,56.5,21.0,77.0,75.0,32,6,3,19.0,9.0,eq,+  .5,eq,2936,147,0,0,0,5,1,16,0,0,0,0,0,0,4,1,26,1,1,3,1,1,3,9,11,13,0,14,11,,,J K MASON,6,G,T. D. Thornton,,G4,M4,0.95,0.50,1.04,A,C,1.0,1.0,1.0,3.0,1.0,0.0,3.0,1.0,1.0,3.0,1.0,0.0,2.0,0.0,0.0,2.0,0.0,0.0,2.0,2.0,1.0,17.0,1.0,1.0,3.0,25/07/2018,39.5,39.5,08/01/2017,34.0,36.0,30/08/2015,28.5,39.5,,,42.5,24/11/18,44.5,10/05/17,44.0,27/09/17,41.5,25/08/18,1600 (4) 1700 2100,0.0,0.0,0.0,1.0,1.0,10.0,35.0,35.0,15/12/2018,8.0,42.5,42.5,24/11/2018,1.0,40.5,40.5,13/11/2018,1.0,35.5,35.5,03/11/2018,9.0,40.5,40.5,05/10/2018,7.0,39.5,39.5,09/09/2018,4.0,41.5,41.5,25/08/2018,1.0,33.0,33.0,18/08/2018,3.0,44.5,54.5,19/10/2015,37.5,48.0,27/09/2015,28.5,39.5,30/08/2015,,,,,,,,,,14,28,146,32,91,465,0,1,2,1,2,10,7,12,81,3,3,28,0,1,6,1600.0,5.4,54.0,2100.0,0.4,56.5,1600.0,0.5,54.5,1600.0,5.6,58.0,TE R,BM-82,AWAP,BM-72,TE A,BM-72,TAUR,BM-72,NOTNOWCATO (GB),RED BLOSSOM (GB),GREEN DESERT (USA),TOKOROA,,,2NZ,3NZ,6NZ,7NZ,,24/11/18,11,13/11/18,10,25/08/18,7,19/10/15,22,27/09/15,28,30/08/15,frs,2.0,1.0,4.0,0.0,0.0,1.0,3.0,1.0,10.0,1.0,1.0,17.0,54.5,54.5,55.5,56.0,
A PARK,2,CRAIG THOM MEMORIAL (BM82),1560,"30,000",BM-82,Claim,10.40 am,11/05/2019,8,'6783,3.0,8.0,7.0,6.0,VERRY FLASH,4.0,56.5,10.0,86.0,88.0,17,4,3,24.0,18.0,eq,+  .5,eq,3557,16,0,0,0,4,3,10,0,0,0,0,0,0,0,1,6,1,2,5,3,0,6,6,5,12,7,13,2,,,N P BISHARA,4,G,R. L. Smyth,,G3,M6,1.15,1.10,1.04,A,na,8.0,0.0,0.0,3.0,0.0,1.0,3.0,1.0,0.0,2.0,0.0,1.0,2.0,1.0,0.0,2.0,1.0,0.0,2.0,1.0,1.0,3.0,0.0,0.0,1.0,25/08/2018,37.5,40.5,,,,,,,45.5,23/02/19,47.5,11/08/18,34.5,26/11/17,47.5,11/08/18,47.5,11/08/18,1600 (4),0.0,0.0,0.0,1.0,1.0,9.0,41.5,41.5,25/04/2019,3.0,35.5,36.0,09/03/2019,8.0,45.0,45.5,23/02/2019,7.0,35.5,36.5,09/02/2019,6.0,40.0,41.0,25/01/2019,5.0,41.5,42.5,03/01/2019,9.0,41.5,43.0,26/12/2018,4.0,37.5,40.5,25/08/2018,7.0,44.5,47.5,11/08/2018,43.5,47.0,21/07/2018,41.0,45.0,24/06/2018,35.0,39.5,23/05/2018,,,,,,,3,7,37,14,20,170,4,3,16,2,2,12,3,16,67,8,8,54,8,3,21,1600.0,2.8,56.5,3200.0,15.1,55.0,2000.0,3.9,53.0,2100.0,8.9,57.5,AVD ,BM-82,ELLS,SWP-G1,MAT ,LISTED,TE R,BM-82,ZED (NZ),OPULENCE (NZ),DANROAD,ARDMORE LODGE,,,6NZ,9NZ,7NZ,8NZ,,11/08/18,21,21/07/18,27,24/06/18,15,23/05/18,14,,,,,3.0,0.0,3.0,0.0,0.0,1.0,1.0,1.0,4.0,0.0,2.0,9.0,57.5,59.0,58.0,59.0,
